index,SK_ID_CURR,TARGET,NAME_CONTRACT_TYPE,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,NAME_EDUCATION_TYPE,NAME_CONTRACT_TYPE_Cash loans,NAME_CONTRACT_TYPE_Revolving loans,FLAG_OWN_CAR_No,FLAG_OWN_CAR_Yes,FLAG_OWN_REALTY_No,FLAG_OWN_REALTY_Yes,NAME_EDUCATION_TYPE_Academic degree,NAME_EDUCATION_TYPE_Higher education,NAME_EDUCATION_TYPE_Incomplete higher,NAME_EDUCATION_TYPE_Lower secondary,NAME_EDUCATION_TYPE_Secondary / secondary special
27081,131475,1,Cash loans,N,Y,0,148500.0,888840.0,32053.5,675000.0,Secondary / secondary special,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
224363,359868,1,Cash loans,N,N,0,112500.0,497520.0,28692.0,450000.0,Secondary / secondary special,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
246124,384832,1,Cash loans,N,Y,1,270000.0,348264.0,34056.0,315000.0,Secondary / secondary special,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
60677,170364,1,Cash loans,N,Y,1,382500.0,495000.0,25402.5,495000.0,Secondary / secondary special,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
148765,272483,1,Cash loans,N,Y,2,112500.0,273024.0,21699.0,216000.0,Higher education,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
285086,430167,1,Cash loans,N,Y,3,135000.0,942300.0,30528.0,675000.0,Secondary / secondary special,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
164900,291158,1,Cash loans,Y,N,0,202500.0,490536.0,35676.0,405000.0,Secondary / secondary special,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
241150,379234,1,Cash loans,N,Y,1,112500.0,808650.0,26217.0,675000.0,Secondary / secondary special,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
113195,231282,1,Cash loans,N,N,0,135000.0,804420.0,41202.0,706500.0,Secondary / secondary special,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
208628,341812,1,Cash loans,N,N,0,90000.0,80865.0,6610.5,67500.0,Secondary / secondary special,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
77454,189804,1,Cash loans,N,N,0,36000.0,454500.0,20151.0,454500.0,Secondary / secondary special,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
195072,326205,1,Cash loans,Y,N,2,126000.0,599116.5,28953.0,535500.0,Secondary / secondary special,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
17620,120546,1,Cash loans,N,N,0,67500.0,544491.0,17694.0,454500.0,Secondary / secondary special,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
11327,113194,1,Cash loans,Y,Y,1,450000.0,517266.0,26541.0,387000.0,Secondary / secondary special,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
185423,314942,1,Cash loans,Y,Y,0,225000.0,640080.0,29970.0,450000.0,Secondary / secondary special,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
237492,375090,1,Revolving loans,N,N,0,67500.0,135000.0,6750.0,135000.0,Secondary / secondary special,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
45993,153293,1,Revolving loans,Y,Y,0,112500.0,180000.0,9000.0,180000.0,Secondary / secondary special,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
229382,365681,1,Cash loans,N,Y,0,337500.0,993082.5,39510.0,913500.0,Secondary / secondary special,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
131699,252741,1,Cash loans,Y,N,1,94500.0,675000.0,21775.5,675000.0,Secondary / secondary special,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
256233,396500,1,Cash loans,N,N,0,360000.0,781920.0,46692.0,675000.0,Secondary / secondary special,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
16976,119800,1,Cash loans,N,N,0,202500.0,651600.0,23535.0,562500.0,Secondary / secondary special,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
70542,181837,1,Cash loans,N,Y,1,135000.0,755190.0,36459.0,675000.0,Secondary / secondary special,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
118165,237020,1,Cash loans,Y,N,1,157500.0,675000.0,34465.5,675000.0,Secondary / secondary special,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
37210,143104,1,Cash loans,N,Y,0,157500.0,675000.0,80239.5,675000.0,Higher education,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1471,101730,1,Cash loans,Y,N,2,90000.0,450000.0,19066.5,450000.0,Secondary / secondary special,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
92302,207183,1,Cash loans,N,Y,0,112500.0,254700.0,20250.0,225000.0,Secondary / secondary special,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
263975,405657,1,Cash loans,N,N,0,148500.0,254700.0,20250.0,225000.0,Secondary / secondary special,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
237124,374651,1,Cash loans,Y,N,0,202500.0,760122.0,28053.0,544500.0,Secondary / secondary special,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
215643,349861,1,Cash loans,N,Y,0,157500.0,900000.0,26316.0,900000.0,Secondary / secondary special,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
299344,446790,1,Cash loans,N,Y,0,315000.0,473760.0,50269.5,450000.0,Secondary / secondary special,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
161062,286715,1,Cash loans,N,N,0,67500.0,420718.5,18661.5,319500.0,Secondary / secondary special,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
111785,229686,1,Cash loans,N,Y,0,135000.0,544491.0,16695.0,454500.0,Secondary / secondary special,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
135695,257386,1,Cash loans,Y,Y,1,157500.0,787500.0,40338.0,787500.0,Secondary / secondary special,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
284594,429599,1,Cash loans,Y,Y,0,220500.0,50940.0,5166.0,45000.0,Secondary / secondary special,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
30852,135815,1,Cash loans,N,Y,0,157500.0,679500.0,36333.0,679500.0,Secondary / secondary special,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
186678,316415,1,Cash loans,N,Y,0,270000.0,388512.0,26194.5,360000.0,Secondary / secondary special,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
273381,416892,1,Cash loans,Y,Y,1,76500.0,296280.0,21690.0,225000.0,Secondary / secondary special,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
52250,160508,1,Cash loans,N,Y,2,225000.0,874363.5,44775.0,706500.0,Secondary / secondary special,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
188393,318417,1,Cash loans,Y,N,0,225000.0,640080.0,31261.5,450000.0,Higher education,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
49594,157412,1,Cash loans,N,Y,1,90000.0,497520.0,28692.0,450000.0,Secondary / secondary special,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
15747,118380,1,Cash loans,N,N,0,157500.0,900000.0,31887.0,900000.0,Secondary / secondary special,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
142849,265632,1,Cash loans,N,Y,0,157500.0,1130760.0,33192.0,810000.0,Secondary / secondary special,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
252065,391660,1,Cash loans,Y,N,0,54000.0,296280.0,15255.0,225000.0,Secondary / secondary special,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
191241,321740,1,Cash loans,N,Y,0,225000.0,497520.0,52371.0,450000.0,Higher education,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
128008,248474,1,Revolving loans,N,Y,1,180000.0,450000.0,22500.0,450000.0,Secondary / secondary special,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
245509,384122,1,Cash loans,Y,Y,1,99000.0,675000.0,31410.0,675000.0,Secondary / secondary special,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
6593,107693,1,Cash loans,N,Y,0,193500.0,1575000.0,41679.0,1575000.0,Higher education,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
256048,396279,1,Cash loans,Y,Y,0,337500.0,592560.0,31153.5,450000.0,Secondary / secondary special,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
280707,425184,1,Cash loans,N,N,0,135000.0,337923.0,12870.0,279000.0,Secondary / secondary special,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
167728,294430,1,Revolving loans,N,N,0,121500.0,180000.0,9000.0,180000.0,Secondary / secondary special,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
296328,443311,1,Cash loans,N,N,0,45000.0,337500.0,15732.0,337500.0,Secondary / secondary special,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
221527,356616,1,Cash loans,N,N,0,90000.0,1133748.0,33277.5,990000.0,Secondary / secondary special,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
259831,400683,1,Cash loans,N,N,0,122985.0,355536.0,24178.5,270000.0,Secondary / secondary special,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
203438,335847,1,Cash loans,N,Y,0,121500.0,635962.5,22842.0,549000.0,Secondary / secondary special,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
280385,424844,1,Cash loans,Y,N,0,157500.0,704844.0,33907.5,630000.0,Secondary / secondary special,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
230700,367218,1,Cash loans,N,Y,0,67500.0,819432.0,23958.0,684000.0,Secondary / secondary special,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
137022,258920,1,Cash loans,Y,N,0,103500.0,640080.0,31261.5,450000.0,Secondary / secondary special,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
125974,246081,1,Cash loans,N,Y,0,99000.0,1656000.0,39609.0,1656000.0,Higher education,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
21997,125623,1,Cash loans,N,Y,0,157500.0,239850.0,28462.5,225000.0,Higher education,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
187034,316823,1,Cash loans,N,Y,0,81000.0,402214.5,29398.5,328500.0,Secondary / secondary special,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
179594,308113,1,Cash loans,Y,N,0,247500.0,835380.0,40189.5,675000.0,Secondary / secondary special,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
298431,445729,1,Cash loans,N,N,2,180000.0,926365.5,47430.0,828000.0,Secondary / secondary special,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
157711,282808,1,Cash loans,N,N,0,90000.0,247275.0,16119.0,225000.0,Secondary / secondary special,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
39533,145771,1,Cash loans,N,Y,1,72000.0,225000.0,17905.5,225000.0,Higher education,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
220261,355162,1,Cash loans,N,N,0,112500.0,202500.0,16128.0,202500.0,Secondary / secondary special,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
219594,354397,1,Cash loans,N,Y,0,90000.0,517788.0,29043.0,427500.0,Secondary / secondary special,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
30554,135464,1,Cash loans,Y,N,2,153000.0,540000.0,21055.5,540000.0,Secondary / secondary special,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
145232,268406,1,Cash loans,Y,Y,0,112500.0,529348.5,35374.5,490500.0,Secondary / secondary special,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
229701,366050,1,Revolving loans,N,Y,1,58500.0,180000.0,9000.0,180000.0,Secondary / secondary special,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
106169,223183,1,Revolving loans,Y,Y,0,90000.0,180000.0,9000.0,180000.0,Secondary / secondary special,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
91170,205878,1,Cash loans,N,Y,2,90000.0,315000.0,24885.0,315000.0,Secondary / secondary special,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
126916,247186,1,Cash loans,N,Y,0,112500.0,119493.0,6610.5,81000.0,Secondary / secondary special,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
89150,203510,1,Cash loans,N,N,1,225000.0,385164.0,14404.5,292500.0,Lower secondary,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
133473,254800,1,Revolving loans,Y,Y,2,117000.0,270000.0,13500.0,270000.0,Higher education,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
254635,394656,1,Cash loans,N,N,0,180000.0,578979.0,29560.5,517500.0,Secondary / secondary special,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
74181,186026,1,Cash loans,N,N,0,135000.0,817560.0,29362.5,675000.0,Higher education,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
178812,307213,1,Cash loans,N,Y,0,157500.0,376920.0,18261.0,270000.0,Secondary / secondary special,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
125562,245606,1,Cash loans,N,Y,0,32400.0,269550.0,14242.5,225000.0,Secondary / secondary special,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
267504,409924,1,Cash loans,N,N,1,99000.0,1041219.0,53293.5,855000.0,Secondary / secondary special,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
74056,185879,1,Cash loans,Y,Y,0,202500.0,313438.5,20538.0,283500.0,Secondary / secondary special,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
259164,399920,1,Cash loans,N,N,0,72000.0,545040.0,19705.5,450000.0,Secondary / secondary special,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
165106,291395,1,Cash loans,N,N,3,117000.0,256500.0,14044.5,256500.0,Secondary / secondary special,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
22498,126181,1,Cash loans,Y,Y,0,112500.0,495000.0,23944.5,495000.0,Secondary / secondary special,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
279145,423381,1,Cash loans,N,Y,0,180000.0,1024740.0,49428.0,900000.0,Secondary / secondary special,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
290184,436180,1,Cash loans,N,Y,1,90000.0,450000.0,21888.0,450000.0,Secondary / secondary special,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
209118,342376,1,Cash loans,N,N,0,76500.0,506889.0,24781.5,418500.0,Secondary / secondary special,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
113773,231949,1,Cash loans,N,Y,1,112500.0,1057500.0,31050.0,1057500.0,Secondary / secondary special,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
67939,178783,1,Cash loans,Y,Y,2,144000.0,197820.0,17050.5,180000.0,Higher education,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
86264,200115,1,Cash loans,N,Y,0,180000.0,938034.0,27427.5,783000.0,Secondary / secondary special,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
128341,248868,1,Revolving loans,N,Y,1,135000.0,382500.0,19125.0,382500.0,Secondary / secondary special,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
302882,450912,1,Cash loans,N,N,0,234000.0,247275.0,17716.5,225000.0,Secondary / secondary special,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
138592,260714,1,Cash loans,Y,Y,0,225000.0,284400.0,13387.5,225000.0,Secondary / secondary special,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
298629,445964,1,Cash loans,Y,Y,1,135000.0,381528.0,18684.0,315000.0,Secondary / secondary special,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
292450,438796,1,Cash loans,N,Y,0,112500.0,175500.0,19930.5,175500.0,Secondary / secondary special,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
273361,416853,1,Cash loans,N,Y,1,216000.0,339948.0,23274.0,315000.0,Secondary / secondary special,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
59583,169066,1,Cash loans,N,Y,0,135000.0,89019.0,7267.5,81000.0,Higher education,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
198539,330194,1,Cash loans,Y,N,0,159750.0,521280.0,35262.0,450000.0,Secondary / secondary special,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
301277,449034,1,Cash loans,N,N,0,112500.0,447453.0,21523.5,373500.0,Secondary / secondary special,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
3459,104037,1,Cash loans,Y,N,2,67500.0,381528.0,18684.0,315000.0,Incomplete higher,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
150741,274738,1,Revolving loans,Y,Y,0,126000.0,360000.0,18000.0,360000.0,Secondary / secondary special,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
196344,327660,1,Cash loans,N,N,0,135000.0,765000.0,41499.0,765000.0,Higher education,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
280624,425099,1,Cash loans,Y,Y,1,90000.0,463284.0,22662.0,382500.0,Lower secondary,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
180279,308924,1,Cash loans,N,N,0,171000.0,269550.0,18364.5,225000.0,Higher education,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
20675,124103,1,Cash loans,N,Y,0,128250.0,463500.0,19768.5,463500.0,Secondary / secondary special,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
23799,127689,1,Cash loans,N,Y,0,180000.0,781920.0,25101.0,675000.0,Secondary / secondary special,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
424,100490,1,Cash loans,N,N,0,135000.0,755190.0,38686.5,675000.0,Secondary / secondary special,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
149433,273251,1,Cash loans,N,N,0,148500.0,545040.0,26640.0,450000.0,Secondary / secondary special,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
149833,273704,1,Cash loans,N,Y,0,292500.0,675000.0,36747.0,675000.0,Higher education,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
61645,171492,1,Cash loans,N,Y,0,87750.0,284400.0,16456.5,225000.0,Secondary / secondary special,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
117285,236011,1,Cash loans,N,N,0,270000.0,545040.0,26640.0,450000.0,Secondary / secondary special,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
164855,291104,1,Cash loans,Y,N,2,225000.0,760225.5,34353.0,679500.0,Secondary / secondary special,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
162334,288195,1,Cash loans,Y,N,0,315000.0,1551798.0,42673.5,1215000.0,Secondary / secondary special,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
9204,110704,1,Cash loans,Y,Y,0,247500.0,594121.5,32359.5,472500.0,Secondary / secondary special,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
292371,438702,1,Cash loans,N,N,0,148500.0,814041.0,23800.5,679500.0,Incomplete higher,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
263524,405117,1,Cash loans,N,N,2,135000.0,755190.0,36459.0,675000.0,Secondary / secondary special,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
81971,195058,1,Cash loans,N,N,0,90000.0,691020.0,22419.0,495000.0,Secondary / secondary special,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
57498,166636,1,Cash loans,Y,N,0,225000.0,545040.0,26640.0,450000.0,Higher education,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
124935,244885,1,Cash loans,Y,Y,0,90000.0,327024.0,15903.0,270000.0,Secondary / secondary special,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
54165,162749,1,Cash loans,N,N,0,202500.0,835380.0,40320.0,675000.0,Secondary / secondary special,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
27614,132098,1,Cash loans,Y,Y,1,157500.0,450000.0,23107.5,450000.0,Secondary / secondary special,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
296475,443488,1,Cash loans,N,N,0,135000.0,1332000.0,39078.0,1332000.0,Secondary / secondary special,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
303867,452061,1,Cash loans,N,N,1,85500.0,270000.0,18396.0,270000.0,Secondary / secondary special,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
18709,121814,1,Cash loans,N,N,0,306000.0,156384.0,17815.5,135000.0,Secondary / secondary special,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
78032,190465,1,Cash loans,N,N,0,126000.0,508495.5,24462.0,454500.0,Secondary / secondary special,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
282971,427762,1,Cash loans,Y,Y,2,157500.0,328500.0,22221.0,328500.0,Lower secondary,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
286391,431691,1,Cash loans,N,Y,0,202500.0,170640.0,13612.5,135000.0,Secondary / secondary special,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
146552,269920,1,Cash loans,N,Y,1,202500.0,256500.0,30438.0,256500.0,Higher education,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
279630,423953,1,Cash loans,N,Y,3,225000.0,740088.0,35734.5,661500.0,Secondary / secondary special,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
251920,391491,1,Cash loans,Y,N,0,117000.0,450000.0,22018.5,450000.0,Higher education,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
207114,340064,1,Cash loans,N,Y,0,130500.0,545040.0,36423.0,450000.0,Secondary / secondary special,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
242488,380698,1,Cash loans,Y,Y,1,157500.0,499261.5,24412.5,351000.0,Secondary / secondary special,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
13708,115976,1,Cash loans,N,Y,0,81000.0,286704.0,22779.0,247500.0,Secondary / secondary special,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
86454,200331,1,Cash loans,N,N,0,99000.0,454500.0,15151.5,454500.0,Secondary / secondary special,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
148275,271920,1,Cash loans,N,Y,0,94500.0,417024.0,20191.5,360000.0,Secondary / secondary special,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
12434,114494,1,Cash loans,N,Y,1,157500.0,900000.0,38263.5,900000.0,Secondary / secondary special,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
233915,370954,1,Cash loans,N,N,0,67500.0,269550.0,14242.5,225000.0,Secondary / secondary special,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
40629,147053,1,Cash loans,Y,N,0,90000.0,450000.0,18324.0,450000.0,Higher education,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
73927,185737,1,Cash loans,N,Y,0,54000.0,1558804.5,41931.0,1327500.0,Secondary / secondary special,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
279933,424338,1,Cash loans,Y,Y,1,135000.0,450000.0,22018.5,450000.0,Secondary / secondary special,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
870,100996,1,Cash loans,N,N,1,94500.0,675000.0,26154.0,675000.0,Higher education,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
181948,310897,1,Cash loans,Y,N,2,180000.0,1017684.0,32958.0,729000.0,Secondary / secondary special,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
266316,408529,1,Cash loans,N,N,0,247500.0,545040.0,25407.0,450000.0,Secondary / secondary special,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
253621,393470,1,Cash loans,N,Y,0,225000.0,536917.5,27544.5,463500.0,Secondary / secondary special,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
177240,305390,1,Cash loans,N,Y,0,157500.0,104256.0,12501.0,90000.0,Secondary / secondary special,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
